F,Unnamed: 0.1,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Receiving,Receiving.1,Receiving.2,Receiving.3,Rushing,Rushing.1,Rushing.2,Rushing.3,Scrimmage,Scrimmage.1,Scrimmage.2,Scrimmage.3
0,0,Year,School,Conf,Class,Pos,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD
1,1,*2018,Arizona State,Pac-12,JR,WR,13,33,474,14.4,3,0,0,,0,33,474,14.4,3
2,2,*2019,Arizona State,Pac-12,SR,WR,12,65,1192,18.3,8,1,6,6.0,0,66,1198,18.2,8
3,3,Career,Arizona State,,,,,98,1666,17.0,11,1,6,6.0,0,99,1672,16.9,11
4,0,Year,School,Conf,Class,Pos,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD
5,1,*2017,Florida State,ACC,FR,RB,13,16,116,7.3,1,194,1025,5.3,7,210,1141,5.4,8
6,2,2018,Florida State,ACC,SO,RB,12,23,145,6.3,2,161,706,4.4,6,184,851,4.6,8
7,3,*2019,Florida State,ACC,JR,RB,11,30,225,7.5,4,231,1144,5.0,14,261,1369,5.2,18
8,4,Career,Florida State,,,,,69,486,7.0,7,586,2875,4.9,27,655,3361,5.1,34
9,0,Year,School,Conf,Class,Pos,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD
10,1,*2016,Michigan,Big Ten,FR,TE,2,2,18,9.0,1,0,0,,0,2,18,9.0,1
11,2,2018,UCLA,Pac-12,JR,TE,4,6,130,21.7,1,0,0,,0,6,130,21.7,1
12,3,2019,UCLA,Pac-12,JR,TE,12,44,641,14.6,4,0,0,,0,44,641,14.6,4
13,4,Career,Overall,,,,,52,789,15.2,6,0,0,,0,52,789,15.2,6
14,5,,Michigan,,,,,2,18,9.0,1,0,0,,0,2,18,9.0,1
15,6,,UCLA,,,,,50,771,15.4,5,0,0,,0,50,771,15.4,5
16,0,Year,School,Conf,Class,Pos,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD
17,1,*2017,Arizona State,Pac-12,FR,RB,9,5,15,3.0,0,23,142,6.2,1,28,157,5.6,1
18,2,*2018,Arizona State,Pac-12,SO,RB,13,35,263,7.5,2,300,1642,5.5,16,335,1905,5.7,18
19,3,*2019,Arizona State,Pac-12,JR,RB,12,42,347,8.3,2,253,1083,4.3,10,295,1430,4.8,12
20,4,Career,Arizona State,,,,,82,625,7.6,4,576,2867,5.0,27,658,3492,5.3,31
21,0,Year,School,Conf,Class,Pos,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD
22,1,*2017,Kentucky,SEC,FR,WR,12,17,210,12.4,0,12,37,3.1,0,29,247,8.5,0
23,2,*2018,Kentucky,SEC,SO,WR,13,67,745,11.1,5,9,25,2.8,0,76,770,10.1,5
24,3,*2019,Kentucky,SEC,JR,WR,13,30,348,11.6,1,185,1468,7.9,13,215,1816,8.4,14
25,4,Career,Kentucky,,,,,114,1303,11.4,6,206,1530,7.4,13,320,2833,8.9,19
26,0,Year,School,Conf,Class,Pos,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD
27,1,2016,Florida Atlantic,CUSA,FR,TE,6,6,63,10.5,0,0,0,,0,6,63,10.5,0
28,2,*2017,Florida Atlantic,CUSA,SO,TE,10,32,408,12.8,5,0,0,,0,32,408,12.8,5
29,3,2018,Florida Atlantic,CUSA,JR,TE,12,45,662,14.7,4,1,2,2.0,0,46,664,14.4,4
30,4,*2019,Florida Atlantic,CUSA,SR,TE,13,65,1004,15.4,7,0,0,,0,65,1004,15.4,7
31,5,Career,Florida Atlantic,,,,,148,2137,14.4,16,1,2,2.0,0,149,2139,14.4,16
32,0,Year,School,Conf,Class,Pos,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD
33,1,*2015,Ohio State,Big Ten,FR,QB,,,,,,,,,,0,0,,0
34,2,*2016,Ohio State,Big Ten,FR,QB,5,0,0,,0,12,58,4.8,1,12,58,4.8,1
35,3,*2017,Ohio State,Big Ten,SO,QB,5,0,0,,0,3,-5,-1.7,0,3,-5,-1.7,0
36,4,*2018,LSU,SEC,JR,QB,13,0,0,,0,128,399,3.1,7,128,399,3.1,7
37,5,*2019,LSU,SEC,SR,QB,15,1,16,16.0,0,115,368,3.2,5,116,384,3.3,5
38,6,Career,Overall,,,,,1,16,16.0,0,258,820,3.2,13,259,836,3.2,13
39,7,,Ohio State,,,,,0,0,,0,15,53,3.5,1,15,53,3.5,1
40,8,,LSU,,,,,1,16,16.0,0,243,767,3.2,12,244,783,3.2,12
41,0,Year,School,Conf,Class,Pos,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD
42,1,*2016,Louisiana,Sun Belt,FR,RB,9,0,0,,0,23,117,5.1,1,23,117,5.1,1
43,2,2017,Louisiana,Sun Belt,SO,RB,12,1,9,9.0,0,15,88,5.9,1,16,97,6.1,1
44,3,*2018,Louisiana,Sun Belt,JR,RB,14,6,69,11.5,0,81,754,9.3,7,87,823,9.5,7
45,4,*2019,Louisiana,Sun Belt,SR,RB,14,10,67,6.7,1,117,886,7.6,6,127,953,7.5,7
46,5,Career,Louisiana,,,,,17,145,8.5,1,236,1845,7.8,15,253,1990,7.9,16
47,0,Year,School,Conf,Class,Pos,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD
48,1,*2016,Wisconsin,Big Ten,FR,WR,6,4,94,23.5,0,5,41,8.2,0,9,135,15.0,0
49,2,*2017,Wisconsin,Big Ten,SO,WR,10,30,501,16.7,6,4,5,1.3,0,34,506,14.9,6
50,3,*2019,Wisconsin,Big Ten,,WR,14,59,901,15.3,7,0,0,,0,59,901,15.3,7
51,4,Career,Wisconsin,,,,,93,1496,16.1,13,9,46,5.1,0,102,1542,15.1,13
52,0,Year,School,Conf,Class,Pos,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD
53,1,2016,Notre Dame,Ind,FR,WR,8,5,81,16.2,0,1,9,9.0,0,6,90,15.0,0
54,2,*2017,Notre Dame,Ind,SO,WR,11,29,402,13.9,2,2,-3,-1.5,0,31,399,12.9,2
55,3,*2018,Notre Dame,Ind,JR,WR,13,50,639,12.8,4,0,0,,0,50,639,12.8,4
56,4,*2019,Notre Dame,Ind,SR,WR,13,66,1037,15.7,13,0,0,,0,66,1037,15.7,13
57,5,Career,Notre Dame,,,,,150,2159,14.4,19,3,6,2.0,0,153,2165,14.2,19
58,0,Year,School,Conf,Class,Pos,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD
59,1,*2016,Florida,SEC,FR,WR,8,14,298,21.3,2,0,0,,0,14,298,21.3,2
60,2,2017,Florida,SEC,SO,WR,9,22,410,18.6,2,2,6,3.0,0,24,416,17.3,2
61,3,*2018,Florida,SEC,JR,WR,11,18,212,11.8,3,0,0,,0,18,212,11.8,3
62,4,*2019,Florida,SEC,SR,WR,12,25,351,14.0,1,0,0,,0,25,351,14.0,1
63,5,Career,Florida,,,,,79,1271,16.1,8,2,6,3.0,0,81,1277,15.8,8
64,0,Year,School,Conf,Class,Pos,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD
65,1,*2017,Miami (FL),ACC,FR,UT,10,4,92,23.0,0,41,217,5.3,3,45,309,6.9,3
66,2,*2018,Miami (FL),ACC,SO,RB,13,10,85,8.5,0,109,617,5.7,6,119,702,5.9,6
67,3,*2019,Miami (FL),ACC,JR,RB,10,14,140,10.0,2,115,693,6.0,8,129,833,6.5,10
68,4,Career,Miami (FL),,,,,28,317,11.3,2,265,1527,5.8,17,293,1844,6.3,19
69,0,Year,School,Conf,Class,Pos,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD
70,1,*2017,UCF,American,FR,WR,10,27,391,14.5,4,0,0,,0,27,391,14.5,4
71,2,*2018,UCF,American,SO,WR,12,53,815,15.4,7,0,0,,0,53,815,15.4,7
72,3,*2019,UCF,American,JR,WR,12,72,1241,17.2,12,0,0,,0,72,1241,17.2,12
73,4,Career,UCF,,,,,152,2447,16.1,23,0,0,,0,152,2447,16.1,23
74,0,Year,School,Conf,Class,Pos,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD
75,1,*2015,Cincinnati,American,FR,TE,,,,,,,,,,0,0,,0
76,2,2016,Cincinnati,American,FR,TE,4,4,47,11.8,0,1,-2,-2.0,0,5,45,9.0,0
77,3,2017,Cincinnati,American,SO,TE,5,11,98,8.9,0,0,0,,0,11,98,8.9,0
78,4,*2018,Cincinnati,American,JR,TE,13,38,468,12.3,5,0,0,,0,38,468,12.3,5
79,5,*2019,Cincinnati,American,SR,TE,13,39,504,12.9,7,0,2,,1,39,506,13.0,8
80,6,Career,Cincinnati,,,,,92,1117,12.1,12,1,0,0.0,1,93,1117,12.0,13
81,0,Year,School,Conf,Class,Pos,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD
82,1,*2017,Boston College,ACC,FR,RB,13,0,0,,0,300,1589,5.3,14,300,1589,5.3,14
83,2,2018,Boston College,ACC,SO,RB,10,8,41,5.1,1,227,1108,4.9,10,235,1149,4.9,11
84,3,*2019,Boston College,ACC,JR,RB,12,13,195,15.0,1,318,1685,5.3,14,331,1880,5.7,15
85,4,Career,Boston College,,,,,21,236,11.2,2,845,4382,5.2,38,866,4618,5.3,40
86,0,Year,School,Conf,Class,Pos,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD
87,1,*2017,Ohio State,Big Ten,FR,RB,14,22,135,6.1,1,194,1403,7.2,7,216,1538,7.1,8
88,2,*2018,Ohio State,Big Ten,SO,RB,14,26,263,10.1,2,230,1053,4.6,10,256,1316,5.1,12
89,3,*2019,Ohio State,Big Ten,JR,RB,14,23,247,10.7,2,301,2003,6.7,21,324,2250,6.9,23
90,4,Career,Ohio State,,,,,71,645,9.1,5,725,4459,6.2,38,796,5104,6.4,43
91,0,Year,School,Conf,Class,Pos,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD
92,1,2016,Texas,Big 12,FR,WR,10,20,412,20.6,3,0,0,,0,20,412,20.6,3
93,2,*2017,Texas,Big 12,SO,WR,8,9,124,13.8,0,0,0,,0,9,124,13.8,0
94,3,*2018,Texas,Big 12,JR,WR,14,41,546,13.3,4,1,10,10.0,0,42,556,13.2,4
95,4,*2019,Texas,Big 12,SR,WR,13,106,1386,13.1,9,10,24,2.4,1,116,1410,12.2,10
96,5,Career,Texas,,,,,176,2468,14.0,16,11,34,3.1,1,187,2502,13.4,17
97,0,Year,School,Conf,Class,Pos,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD
98,1,*2016,Georgia,SEC,FR,QB,13,0,0,,0,33,-45,-1.4,1,33,-45,-1.4,1
99,2,*2017,Georgia,SEC,SO,QB,3,0,0,,0,3,-12,-4.0,0,3,-12,-4.0,0
100,3,*2019,Washington,Pac-12,JR,QB,13,0,5,,0,46,-69,-1.5,1,46,-64,-1.4,1
101,4,Career,Overall,,,,,0,5,,0,82,-126,-1.5,2,82,-121,-1.5,2
102,5,,Georgia,,,,,0,0,,0,36,-57,-1.6,1,36,-57,-1.6,1
103,6,,Washington,,,,,0,5,,0,46,-69,-1.5,1,46,-64,-1.4,1
104,0,Year,School,Conf,Class,Pos,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD
105,1,*2016,South Carolina,SEC,FR,WR,12,44,590,13.4,4,0,0,,0,44,590,13.4,4
106,2,*2017,South Carolina,SEC,SO,WR,13,64,793,12.4,5,4,19,4.8,0,68,812,11.9,5
107,3,*2018,South Carolina,SEC,JR,WR,13,55,846,15.4,7,0,0,,0,55,846,15.4,7
108,4,2019,South Carolina,SEC,SR,WR,10,71,816,11.5,6,2,22,11.0,0,73,838,11.5,6
109,5,Career,South Carolina,,,,,234,3045,13.0,22,6,41,6.8,0,240,3086,12.9,22
110,0,Year,School,Conf,Class,Pos,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD
111,1,*2017,LSU,SEC,FR,RB,10,3,46,15.3,0,9,31,3.4,0,12,77,6.4,0
112,2,*2018,LSU,SEC,SO,RB,13,11,96,8.7,0,146,658,4.5,7,157,754,4.8,7
113,3,*2019,LSU,SEC,JR,RB,15,55,453,8.2,1,215,1414,6.6,16,270,1867,6.9,17
114,4,Career,LSU,,,,,69,595,8.6,1,370,2103,5.7,23,439,2698,6.1,24
115,0,Year,School,Conf,Class,Pos,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD
116,1,*2016,Appalachian State,Sun Belt,FR,UT,12,6,34,5.7,0,48,217,4.5,0,54,251,4.6,0
117,2,*2018,Appalachian State,Sun Belt,SO,RB,13,12,87,7.3,1,179,1187,6.6,7,191,1274,6.7,8
118,3,*2019,Appalachian State,Sun Belt,JR,RB,14,21,198,9.4,5,255,1480,5.8,18,276,1678,6.1,23
119,4,Career,Appalachian State,,,,,39,319,8.2,6,482,2884,6.0,25,521,3203,6.1,31
120,0,Year,School,Conf,Class,Pos,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD
121,1,*2017,Georgia,SEC,FR,QB,15,0,0,,0,55,79,1.4,3,55,79,1.4,3
122,2,*2018,Georgia,SEC,SO,QB,14,0,0,,0,41,-27,-0.7,0,41,-27,-0.7,0
123,3,*2019,Georgia,SEC,JR,QB,14,0,0,,0,38,-12,-0.3,0,38,-12,-0.3,0
124,4,Career,Georgia,,,,,0,0,,0,134,40,0.3,3,134,40,0.3,3
125,0,Year,School,Conf,Class,Pos,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD
126,1,2018,Liberty,Ind,JR,WR,11,71,1037,14.6,10,0,0,,0,71,1037,14.6,10
127,2,*2019,Liberty,Ind,SR,WR,13,79,1396,17.7,10,0,0,,0,79,1396,17.7,10
128,3,Career,Liberty,,,,,150,2433,16.2,20,0,0,,0,150,2433,16.2,20
129,0,Year,School,Conf,Class,Pos,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD
130,1,*2018,Memphis,American,JR,WR,5,6,99,16.5,2,0,0,,0,6,99,16.5,2
131,2,*2019,Memphis,American,SR,WR,14,38,735,19.3,8,33,369,11.2,4,71,1104,15.5,12
132,3,Career,Memphis,,,,,44,834,19.0,10,33,369,11.2,4,77,1203,15.6,14
133,0,Year,School,Conf,Class,Pos,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD
134,1,*2016,Oklahoma State,Big 12,FR,CB,1,0,0,,0,0,0,,0,0,0,,0
135,2,*2017,Oklahoma State,Big 12,SO,CB,13,0,0,,0,0,0,,0,0,0,,0
136,3,*2018,Oklahoma State,Big 12,JR,CB,13,0,0,,0,0,0,,0,0,0,,0
137,4,*2019,Oklahoma State,Big 12,SR,CB,13,0,0,,0,1,2,2.0,0,1,2,2.0,0
138,5,Career,Oklahoma State,,,,,0,0,,0,1,2,2.0,0,1,2,2.0,0
139,0,Year,School,Conf,Class,Pos,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD
140,1,*2018,Penn State,Big Ten,FR,WR,13,42,754,18.0,5,4,44,11.0,1,46,798,17.3,6
141,2,*2019,Penn State,Big Ten,JR,WR,13,56,904,16.1,8,13,43,3.3,0,69,947,13.7,8
142,3,Career,Penn State,,,,,98,1658,16.9,13,17,87,5.1,1,115,1745,15.2,14
143,0,Year,School,Conf,Class,Pos,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD
144,1,2016,Oregon,Pac-12,FR,QB,8,0,0,,0,58,161,2.8,2,58,161,2.8,2
145,2,*2017,Oregon,Pac-12,SO,QB,8,0,0,,0,44,183,4.2,5,44,183,4.2,5
146,3,*2018,Oregon,Pac-12,JR,QB,13,0,0,,0,71,166,2.3,2,71,166,2.3,2
147,4,*2019,Oregon,Pac-12,SR,QB,14,0,0,,0,58,50,0.9,4,58,50,0.9,4
148,5,Career,Oregon,,,,,0,0,,0,231,560,2.4,13,231,560,2.4,13
149,0,Year,School,Conf,Class,Pos,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD
150,1,*2017,Clemson,ACC,FR,WR,7,17,345,20.3,2,0,0,,0,17,345,20.3,2
151,2,*2018,Clemson,ACC,SO,WR,15,59,936,15.9,12,0,0,,0,59,936,15.9,12
152,3,*2019,Clemson,ACC,JR,WR,15,59,1167,19.8,13,1,36,36.0,1,60,1203,20.1,14
153,4,Career,Clemson,,,,,135,2448,18.1,27,1,36,36.0,1,136,2484,18.3,28
154,0,Year,School,Conf,Class,Pos,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD
155,1,2018,Boise State,MWC,JR,WR,9,31,504,16.3,6,8,163,20.4,2,39,667,17.1,8
156,2,*2019,Boise State,MWC,SR,WR,14,51,943,18.5,8,16,154,9.6,0,67,1097,16.4,8
157,3,Career,Boise State,,,,,82,1447,17.6,14,24,317,13.2,2,106,1764,16.6,16
158,0,Year,School,Conf,Class,Pos,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD
159,1,*2015,Ohio State,Big Ten,FR,WR,,,,,,,,,,0,0,,0
160,2,*2016,Ohio State,Big Ten,FR,WR,8,18,262,14.6,1,0,0,,0,18,262,14.6,1
161,3,*2017,Ohio State,Big Ten,SO,WR,14,56,549,9.8,3,2,1,0.5,0,58,550,9.5,3
162,4,*2018,Ohio State,Big Ten,JR,WR,14,70,885,12.6,6,1,-3,-3.0,0,71,882,12.4,6
163,5,*2019,Ohio State,Big Ten,SR,WR,14,57,636,11.2,10,1,1,1.0,0,58,637,11.0,10
164,6,Career,Ohio State,,,,,201,2332,11.6,20,4,-1,-0.3,0,205,2331,11.4,20
165,0,Year,School,Conf,Class,Pos,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD
166,1,2017,Oregon State,Pac-12,FR,WR,11,31,275,8.9,2,0,0,,0,31,275,8.9,2
167,2,2018,Oregon State,Pac-12,SO,WR,11,59,876,14.8,5,0,0,,0,59,876,14.8,5
168,3,2019,Oregon State,Pac-12,JR,WR,12,86,1171,13.6,13,0,0,,0,86,1171,13.6,13
169,4,Career,Oregon State,,,,,176,2322,13.2,20,0,0,,0,176,2322,13.2,20
170,0,Year,School,Conf,Class,Pos,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD
171,1,2015,Purdue,Big Ten,FR,TE,,,,,,,,,,0,0,,0
172,2,2016,Purdue,Big Ten,FR,TE,6,10,183,18.3,4,0,0,,0,10,183,18.3,4
173,3,*2017,Purdue,Big Ten,SO,TE,11,25,349,14.0,3,0,0,,0,25,349,14.0,3
174,4,*2018,Purdue,Big Ten,JR,TE,12,34,583,17.1,2,0,0,,0,34,583,17.1,2
175,5,2019,Purdue,Big Ten,SR,TE,11,61,830,13.6,7,0,0,,0,61,830,13.6,7
176,6,Career,Purdue,,,,,130,1945,15.0,16,0,0,,0,130,1945,15.0,16
177,0,Year,School,Conf,Class,Pos,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD
178,1,*2016,Alabama,SEC,FR,QB,15,0,0,,0,191,954,5.0,13,191,954,5.0,13
179,2,*2017,Alabama,SEC,SO,QB,14,1,-1,-1.0,0,154,855,5.6,8,155,854,5.5,8
180,3,*2018,Alabama,SEC,JR,QB,13,2,16,8.0,0,36,167,4.6,2,38,183,4.8,2
181,4,*2019,Oklahoma,Big 12,SR,QB,14,2,25,12.5,1,233,1298,5.6,20,235,1323,5.6,21
182,5,Career,Overall,,,,,5,40,8.0,1,614,3274,5.3,43,619,3314,5.4,44
183,6,,Alabama,,,,,3,15,5.0,0,381,1976,5.2,23,384,1991,5.2,23
184,7,,Oklahoma,,,,,2,25,12.5,1,233,1298,5.6,20,235,1323,5.6,21
185,0,Year,School,Conf,Class,Pos,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD
186,1,*2017,Alabama,SEC,FR,WR,14,12,229,19.1,6,0,0,,0,12,229,19.1,6
187,2,*2018,Alabama,SEC,SO,WR,14,46,741,16.1,11,0,0,,0,46,741,16.1,11
188,3,*2019,Alabama,SEC,JR,WR,12,40,746,18.7,7,2,75,37.5,1,42,821,19.5,8
189,4,Career,Alabama,,,,,98,1716,17.5,24,2,75,37.5,1,100,1791,17.9,25
190,0,Year,School,Conf,Class,Pos,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD
191,1,*2017,LSU,SEC,FR,WR,2,0,0,,0,1,4,4.0,0,1,4,4.0,0
192,2,*2018,LSU,SEC,SO,WR,13,54,875,16.2,6,5,26,5.2,0,59,901,15.3,6
193,3,*2019,LSU,SEC,JR,WR,15,111,1540,13.9,18,0,0,,0,111,1540,13.9,18
194,4,Career,LSU,,,,,165,2415,14.6,24,6,30,5.0,0,171,2445,14.3,24
195,0,Year,School,Conf,Class,Pos,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD
196,1,*2015,Ole Miss,SEC,FR,WR,,,,,,,,,,0,0,,0
197,2,2016,Ole Miss,SEC,FR,WR,12,49,543,11.1,3,5,40,8.0,0,54,583,10.8,3
198,3,2017,Ole Miss,SEC,SO,WR,10,42,456,10.9,1,0,0,,0,42,456,10.9,1
199,4,*2018,Florida,SEC,JR,WR,11,35,503,14.4,6,0,0,,0,35,503,14.4,6
200,5,*2019,Florida,SEC,SR,WR,12,49,657,13.4,6,1,7,7.0,0,50,664,13.3,6
201,6,Career,Overall,,,,,175,2159,12.3,16,6,47,7.8,0,181,2206,12.2,16
202,7,,Ole Miss,,,,,91,999,11.0,4,5,40,8.0,0,96,1039,10.8,4
203,8,,Florida,,,,,84,1160,13.8,12,1,7,7.0,0,85,1167,13.7,12
204,0,Year,School,Conf,Class,Pos,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD
205,1,*2015,Tennessee,SEC,FR,WR,10,14,149,10.6,0,7,15,2.1,0,21,164,7.8,0
206,2,*2016,Tennessee,SEC,SO,WR,13,40,580,14.5,7,5,27,5.4,0,45,607,13.5,7
207,3,2017,Tennessee,SEC,JR,WR,1,3,17,5.7,0,0,0,,0,3,17,5.7,0
208,4,2018,Tennessee,SEC,JR,WR,11,30,438,14.6,3,0,0,,0,30,438,14.6,3
209,5,*2019,Tennessee,SEC,SR,WR,13,59,969,16.4,8,13,51,3.9,1,72,1020,14.2,9
210,6,Career,Tennessee,,,,,146,2153,14.7,18,25,93,3.7,1,171,2246,13.1,19
211,0,Year,School,Conf,Class,Pos,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD
212,1,*2017,Alabama,SEC,FR,WR,8,14,264,18.9,2,0,0,,0,14,264,18.9,2
213,2,*2018,Alabama,SEC,SO,WR,15,68,1315,19.3,14,0,0,,0,68,1315,19.3,14
214,3,*2019,Alabama,SEC,JR,WR,13,77,1163,15.1,10,1,1,1.0,0,78,1164,14.9,10
215,4,Career,Alabama,,,,,159,2742,17.2,26,1,1,1.0,0,160,2743,17.1,26
216,0,Year,School,Conf,Class,Pos,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD
217,1,2016,Texas,Big 12,FR,WR,9,28,315,11.3,3,0,0,,0,28,315,11.3,3
218,2,*2017,Texas,Big 12,SO,WR,13,54,765,14.2,2,0,-7,,0,54,758,14.0,2
219,3,*2018,Texas,Big 12,JR,WR,13,68,985,14.5,7,0,0,,0,68,985,14.5,7
220,4,*2019,Texas,Big 12,SR,WR,7,38,559,14.7,3,0,0,,0,38,559,14.7,3
221,5,Career,Texas,,,,,188,2624,14.0,15,0,-7,,0,188,2617,13.9,15
222,0,Year,School,Conf,Class,Pos,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD
223,1,*2016,Minnesota,Big Ten,FR,WR,7,14,141,10.1,1,0,0,,0,14,141,10.1,1
224,2,2017,Minnesota,Big Ten,SO,WR,10,35,677,19.3,7,0,0,,0,35,677,19.3,7
225,3,*2018,Minnesota,Big Ten,JR,WR,13,78,1169,15.0,12,0,0,,0,78,1169,15.0,12
226,4,*2019,Minnesota,Big Ten,SR,WR,13,86,1318,15.3,13,1,-1,-1.0,0,87,1317,15.1,13
227,5,Career,Minnesota,,,,,213,3305,15.5,33,1,-1,-1.0,0,214,3304,15.4,33
228,0,Year,School,Conf,Class,Pos,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD
229,1,2017,Colorado,Pac-12,FR,WR,7,7,168,24.0,0,2,4,2.0,0,9,172,19.1,0
230,2,2018,Colorado,Pac-12,SO,WR,9,86,1011,11.8,6,17,115,6.8,5,103,1126,10.9,11
231,3,2019,Colorado,Pac-12,JR,WR,11,56,764,13.6,4,23,161,7.0,2,79,925,11.7,6
232,4,Career,Colorado,,,,,149,1943,13.0,10,42,280,6.7,7,191,2223,11.6,17
233,0,Year,School,Conf,Class,Pos,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD
234,1,*2017,Virginia Tech,ACC,FR,TE,6,10,167,16.7,0,0,0,,0,10,167,16.7,0
235,2,*2018,Virginia Tech,ACC,SO,TE,11,28,341,12.2,3,0,0,,0,28,341,12.2,3
236,3,*2019,Virginia Tech,ACC,JR,TE,10,21,240,11.4,5,11,33,3.0,0,32,273,8.5,5
237,4,Career,Virginia Tech,,,,,59,748,12.7,8,11,33,3.0,0,70,781,11.2,8
238,0,Year,School,Conf,Class,Pos,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD
239,1,2018,UCLA,Pac-12,SR,RB,11,27,193,7.1,0,225,1243,5.5,12,252,1436,5.7,12
240,2,2019,UCLA,Pac-12,SR,RB,11,11,71,6.5,1,229,1060,4.6,12,240,1131,4.7,13
241,3,Career,UCLA,,,,,38,264,6.9,1,454,2303,5.1,24,492,2567,5.2,25
242,0,Year,School,Conf,Class,Pos,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD
243,1,*2017,Notre Dame,Ind,FR,TE,4,2,14,7.0,0,0,0,,0,2,14,7.0,0
244,2,*2018,Notre Dame,Ind,SO,TE,9,15,162,10.8,0,0,0,,0,15,162,10.8,0
245,3,*2019,Notre Dame,Ind,JR,TE,10,43,515,12.0,6,0,0,,0,43,515,12.0,6
246,4,Career,Notre Dame,,,,,60,691,11.5,6,0,0,,0,60,691,11.5,6
247,0,Year,School,Conf,Class,Pos,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD
248,1,*2017,Oklahoma,Big 12,FR,WR,13,46,807,17.5,7,0,0,,0,46,807,17.5,7
249,2,*2018,Oklahoma,Big 12,SO,WR,14,65,1158,17.8,11,0,0,,0,65,1158,17.8,11
250,3,*2019,Oklahoma,Big 12,JR,WR,13,62,1327,21.4,14,9,20,2.2,1,71,1347,19.0,15
